id,price,speed,hd,ram,screen,cores,cd,laptop,trend
2555,1692,19,16,6,21,10,yes,no,1
2556,4157,30,5,60,19,28,no,no,5
2557,977,22,24,6,11,4,no,yes,1
2558,797,21,12,2,11,8,no,yes,1
2559,1288,17,16,6,17,10,yes,no,1
2560,2345,23,24,10,21,16,no,no,1
2561,1184,19,28,14,12,8,yes,no,1
2562,3984,31,1,48,19,16,yes,no,1
2563,3841,34,1,32,17,30,no,no,5
2564,3026,38,1,44,19,18,no,no,4
2565,799,15,16,14,12,10,no,yes,1
2566,4204,33,5,56,21,30,yes,no,5
2567,1749,16,20,10,21,8,no,no,1
2568,4153,35,5,60,15,20,no,no,4
2569,3543,39,5,36,15,12,no,no,1
2570,3605,39,7,16,17,16,no,no,1
2571,3502,38,7,60,15,20,no,no,4
2572,1924,16,28,6,21,8,yes,no,1
2573,3809,31,3,28,15,20,no,no,5
2574,3549,33,5,40,19,22,no,no,4
2575,3346,36,7,60,15,14,no,no,1
2576,743,22,20,10,12,4,no,yes,2
2577,1579,20,12,14,19,8,no,no,1
2578,3845,36,3,40,19,26,no,no,4
2579,3933,36,1,32,15,28,no,no,5
2580,608,15,24,10,11,4,yes,no,2
2581,3631,30,5,40,15,22,no,no,4
2582,2988,17,28,14,15,26,yes,no,5
2583,2159,19,24,2,23,22,no,no,5
2584,3946,30,5,24,15,24,no,no,4
2585,2927,24,12,2,21,12,no,no,1
2586,2635,21,20,2,19,16,no,no,2
2587,1966,20,12,14,17,6,no,no,1
2588,3302,31,7,52,19,28,no,no,5
2589,2599,21,20,2,19,18,no,no,5
2590,1076,17,28,2,11,8,yes,no,2
2591,2884,17,16,2,21,24,yes,no,5
2592,3197,37,7,40,17,20,no,no,4
2593,885,21,28,14,12,10,no,yes,1
2594,3656,32,7,32,21,12,yes,no,1
2595,2523,18,16,14,19,12,no,no,1
2596,2082,22,16,14,23,30,no,no,5
2597,2374,16,24,10,19,22,no,no,4
2598,2505,24,24,2,19,20,no,no,5
2599,2475,22,12,2,15,30,no,no,4
2600,3756,39,7,20,19,20,yes,no,4
2601,755,15,20,14,11,8,no,yes,1
2602,1231,16,24,2,15,4,no,no,2
2603,3229,38,3,60,17,20,no,no,4
2604,1805,20,28,2,21,8,no,no,1
2605,850,22,28,14,11,6,no,yes,2
2606,3589,30,1,60,15,12,no,no,2
2607,1111,17,28,6,11,6,no,yes,1
2608,788,19,12,14,13,10,yes,no,1
2609,2012,17,16,2,17,22,yes,no,5
2610,3944,37,3,16,19,24,yes,no,4
2611,2354,21,20,2,23,28,no,no,5
2612,2448,18,16,14,21,20,yes,no,4
2613,957,21,24,2,11,8,no,yes,1
2614,578,16,20,10,13,6,no,yes,1
2615,3855,30,3,36,23,30,no,no,4
2616,3171,37,1,24,17,26,no,no,4
2617,603,20,16,6,11,4,no,yes,1
2618,4283,31,3,44,17,28,no,no,5
2619,2354,18,24,10,21,20,no,no,5
2620,3523,36,3,16,19,16,no,no,2
2621,4252,30,7,24,15,26,yes,no,4
2622,3153,39,3,48,15,28,no,no,4
2623,1748,18,16,6,15,6,yes,no,1
2624,1860,17,20,14,15,8,yes,no,1
2625,3445,31,1,44,19,30,no,no,4
2626,3414,37,1,60,15,20,no,no,4
2627,3383,33,5,60,21,30,no,no,4
2628,2559,17,8,14,17,18,no,no,5
2629,2838,22,20,6,15,14,no,no,2
2630,2979,20,16,2,19,14,no,no,2
2631,2001,21,24,14,15,28,no,no,4
2632,931,22,28,2,11,6,no,yes,1
2633,2588,24,20,10,21,20,yes,no,5
2634,745,24,20,14,13,10,no,yes,2
2635,4158,38,1,44,15,28,no,no,4
2636,1533,20,16,6,23,4,no,no,2
2637,2312,23,8,10,17,20,yes,no,5
2638,1205,16,16,6,17,10,no,no,1
2639,1376,23,20,6,23,8,yes,no,2
2640,3831,38,1,32,17,28,no,no,4
2641,3450,39,7,44,21,22,no,no,5
2642,2462,19,16,2,15,28,no,no,4
2643,3873,34,3,32,21,30,no,no,4
2644,1437,15,16,6,17,10,no,no,1
2645,3410,38,7,24,15,14,no,no,1
2646,1609,17,8,2,17,8,no,no,2
2647,3102,39,3,32,15,30,no,no,5
2648,592,21,24,2,11,10,yes,no,2
2649,4277,37,5,16,17,12,no,no,1
2650,1444,15,12,2,23,4,yes,no,2
2651,2458,20,16,6,21,30,no,no,5
2652,2641,23,28,2,17,24,no,no,4
2653,1108,17,12,6,12,4,yes,no,1
2654,524,15,24,6,13,10,yes,no,1
2655,3555,35,7,40,21,22,no,no,4
2656,2012,23,8,2,17,14,yes,no,2
2657,892,24,8,10,13,10,yes,no,1
2658,4251,38,1,56,15,26,no,no,4
2659,2329,24,20,10,21,24,no,no,4
2660,815,20,16,6,11,10,no,yes,1
2661,3080,31,7,24,15,16,yes,no,2
2662,538,23,12,10,12,8,no,yes,2
2663,663,17,20,6,11,4,no,yes,1
2664,2481,15,28,14,17,16,no,no,1
2665,2349,19,28,2,15,26,no,no,4
2666,843,18,28,10,11,6,no,yes,2
2667,2177,17,24,6,21,30,no,no,5
2668,3874,37,1,36,17,28,no,no,4
2669,2220,17,24,10,21,22,yes,no,4
2670,2466,22,12,6,23,16,no,no,1
2671,2057,22,20,10,19,22,no,no,4
2672,1160,22,28,10,11,6,yes,no,2
2673,3132,37,1,60,19,24,yes,no,4
2674,1868,19,12,10,19,10,yes,no,1
2675,2139,21,16,14,23,16,no,no,2
2676,1182,15,24,14,12,4,no,yes,1
2677,4198,33,3,48,19,16,no,no,1
2678,4155,37,1,28,17,16,no,no,1
2679,2903,19,28,14,15,24,no,no,4
2680,1441,17,20,2,15,4,no,no,2
2681,3355,38,1,52,23,30,no,no,4
2682,1761,21,12,2,15,6,no,no,1
2683,3813,31,3,40,17,12,no,no,1
2684,2602,24,16,14,23,16,no,no,2
2685,2486,24,12,2,17,20,no,no,5
2686,2322,22,20,14,21,30,no,no,5
2687,2781,19,24,10,17,30,no,no,5
2688,4236,30,5,24,15,30,yes,no,5
2689,3609,32,3,36,21,12,no,no,2
2690,2697,16,16,6,19,16,no,no,2
2691,2565,19,12,10,17,26,no,no,5
2692,2924,20,20,14,21,18,yes,no,5
2693,2853,23,28,14,15,20,no,no,5
2694,1709,23,28,2,17,6,no,no,1
2695,3857,36,7,52,15,26,no,no,5
2696,3838,39,3,56,17,22,no,no,4
2697,1417,17,8,2,15,4,no,no,1
2698,2514,17,12,6,21,14,no,no,1
2699,3051,34,1,60,21,16,no,no,1
2700,2874,17,16,2,23,20,no,no,4
2701,1430,22,8,6,15,8,no,no,2
2702,2708,18,8,14,19,14,yes,no,1
2703,1605,15,8,14,21,10,no,no,1
2704,1894,19,8,2,15,10,no,no,2
2705,514,22,8,6,13,6,no,yes,2
2706,891,22,8,2,13,6,no,yes,1
2707,2476,19,28,2,19,22,yes,no,4
2708,1567,24,16,10,19,4,no,no,2
2709,508,22,16,14,12,6,yes,no,2
2710,1512,16,24,14,23,6,yes,no,1
2711,3232,36,5,40,19,16,yes,no,1
2712,1351,20,16,6,23,6,no,no,1
2713,3272,36,1,16,21,30,yes,no,4
2714,1043,20,20,10,11,4,no,yes,2
2715,1879,23,8,2,21,8,no,no,1
2716,1954,19,24,14,17,10,no,no,1
2717,2442,17,12,2,17,20,no,no,4
2718,881,17,8,2,11,4,no,yes,1
2719,3427,32,3,20,21,22,no,no,4
2720,2565,18,12,14,19,12,no,no,2
2721,2738,21,24,14,17,28,no,no,5
2722,3789,38,1,48,21,14,no,no,1
2723,624,19,8,14,12,6,yes,no,2
2724,1191,22,16,10,13,10,no,yes,1
2725,958,21,28,14,11,4,no,yes,1
2726,3127,35,1,56,19,12,no,no,1
2727,683,18,8,14,11,8,no,yes,1
2728,1637,21,28,6,21,8,no,no,1
2729,2120,19,16,6,15,14,yes,no,2
2730,843,20,8,2,13,8,no,yes,2
2731,4056,39,3,48,21,30,yes,no,5
2732,3093,39,3,56,21,14,no,no,2
2733,1100,24,28,14,13,6,yes,no,2
2734,3249,34,1,44,19,20,no,no,4
2735,3742,39,1,44,15,22,no,no,4
2736,1349,19,24,14,17,10,no,no,1
2737,2359,16,8,10,21,24,no,no,4
2738,1095,20,28,6,13,10,no,yes,2
2739,3642,39,1,20,21,24,no,no,5
2740,3262,31,5,32,21,20,no,no,4
2741,4181,39,1,48,19,26,no,no,4
2742,4266,39,5,56,21,22,no,no,4
2743,3479,37,7,48,19,14,no,no,1
2744,1990,17,28,2,19,4,no,no,2
2745,1127,17,8,14,13,6,no,yes,2
2746,2965,18,16,2,19,30,no,no,4
2747,4056,30,3,40,17,22,yes,no,5
2748,847,22,24,6,11,10,no,yes,1
2749,583,19,8,14,11,10,no,yes,2
2750,3034,30,5,20,17,12,no,no,2
2751,2959,17,8,2,19,24,no,no,5
2752,1369,23,24,6,15,6,no,no,2
2753,575,15,20,2,11,10,no,yes,1
2754,2584,17,8,10,15,30,yes,no,4
2755,1001,15,28,2,13,4,no,yes,1
2756,2023,19,20,10,23,20,no,no,4
2757,2548,18,24,2,15,26,yes,no,5
2758,2387,24,24,10,19,20,no,no,5
2759,819,21,28,2,13,8,no,yes,1
2760,2892,17,16,10,15,14,yes,no,1
2761,3503,39,7,28,17,28,no,no,5
2762,2054,15,20,6,15,22,no,no,4
2763,4020,30,7,16,21,26,yes,no,5
2764,2382,15,20,6,21,24,no,no,5
2765,2586,16,8,14,21,20,no,no,5
2766,1544,18,24,10,15,8,yes,no,2
2767,4198,38,5,60,15,30,no,no,5
2768,2720,15,12,6,19,14,yes,no,1
2769,3706,32,3,56,15,18,no,no,5
2770,3627,32,1,24,23,28,no,no,5
2771,3194,33,7,36,15,20,no,no,4
2772,1128,20,8,10,11,6,yes,no,1
2773,2789,20,16,6,15,14,no,no,2
2774,3637,35,1,24,23,30,no,no,4
2775,3610,31,7,60,17,24,no,no,5
2776,2935,19,8,2,21,28,no,no,4
2777,3890,34,3,24,23,26,no,no,4
2778,3588,33,1,20,17,16,yes,no,1
2779,747,24,12,2,12,4,no,yes,1
2780,1292,22,24,2,17,10,yes,no,1
2781,4259,39,1,36,19,24,no,no,4
2782,3116,33,1,52,17,20,yes,no,4
2783,1216,15,20,10,15,6,yes,no,1
2784,1380,17,24,10,19,10,yes,no,1
2785,521,20,16,14,12,10,no,yes,1
2786,823,24,8,14,12,6,no,yes,2
2787,2728,22,8,14,15,14,yes,no,1
2788,3855,35,3,44,21,26,no,no,4
2789,1561,19,20,6,23,4,no,no,2
2790,859,23,28,6,12,10,no,yes,2
2791,2015,24,8,2,23,30,no,no,4
2792,3840,32,3,44,17,16,yes,no,1
2793,1932,15,20,10,15,4,yes,no,2
2794,3046,38,5,32,17,28,no,no,4
2795,2568,21,16,10,23,18,yes,no,4
2796,3078,31,5,28,17,14,no,no,1
2797,832,20,28,6,11,8,yes,no,1
2798,565,24,20,10,13,8,no,yes,2
2799,3124,35,1,36,17,16,yes,no,1
2800,500,17,24,14,13,8,yes,no,1
2801,3484,34,5,52,21,14,yes,no,2
2802,1377,17,16,14,23,4,no,no,1
2803,1942,23,12,6,17,4,no,no,1
2804,2958,15,20,14,23,14,no,no,1
2805,2479,15,8,6,21,18,no,no,4
2806,2441,16,8,2,21,20,no,no,5
2807,3871,35,3,20,19,22,no,no,4
2808,522,17,24,10,12,6,no,yes,2
2809,3287,31,3,20,23,12,no,no,2
2810,3389,32,1,48,15,14,no,no,2
2811,2512,17,24,10,21,24,yes,no,4
2812,3183,37,3,16,17,24,no,no,4
2813,1826,24,28,6,23,8,no,no,2
2814,3213,37,7,20,21,28,no,no,5
2815,3407,35,5,20,19,30,no,no,5
2816,3244,37,7,36,19,30,yes,no,4
2817,3363,35,3,52,15,28,no,no,4
2818,3528,33,5,36,21,24,yes,no,5
2819,1046,16,16,6,12,6,no,yes,1
2820,2034,17,24,14,21,22,no,no,4
2821,1173,21,8,6,13,8,no,yes,2
2822,1289,19,16,2,21,6,no,no,2
2823,2097,17,24,2,19,12,no,no,2
2824,1661,19,28,10,17,10,no,no,2
2825,2064,18,16,6,23,18,yes,no,4
2826,1106,22,28,14,12,4,no,yes,1
2827,2722,19,16,2,21,14,no,no,2
2828,2934,18,8,10,15,26,no,no,4
2829,4113,32,5,20,23,24,no,no,5
2830,3929,33,5,60,19,14,no,no,1
2831,2836,15,8,14,19,16,yes,no,2
2832,3824,30,1,28,21,14,yes,no,1
2833,2114,24,20,2,17,16,no,no,1
2834,4349,37,7,32,21,12,no,no,2
2835,1913,24,20,6,19,4,no,no,1
2836,1786,21,24,14,21,6,no,no,1
2837,3702,33,3,48,23,22,no,no,5
2838,3888,37,1,40,15,18,yes,no,4
2839,3146,39,3,28,17,14,no,no,2
2840,2873,16,24,14,21,20,no,no,5
2841,4025,38,3,52,21,22,no,no,5
2842,3540,36,5,28,15,20,yes,no,5
2843,3476,38,7,24,19,24,yes,no,4
2844,4302,30,3,20,21,30,no,no,4
2845,1659,23,28,14,15,8,no,no,1
2846,1518,22,12,10,21,6,no,no,1
2847,2142,17,24,14,23,26,no,no,4
2848,1171,24,20,6,11,6,no,yes,2
2849,2514,19,20,10,21,28,no,no,4
2850,2176,19,8,2,15,12,yes,no,1
2851,2289,20,28,2,19,14,no,no,2
2852,1448,23,20,10,23,4,yes,no,2
2853,1721,20,16,6,21,10,no,no,2
2854,1879,20,24,10,15,6,no,no,1
2855,1946,20,8,6,23,6,no,no,1
2856,2224,20,20,10,19,12,yes,no,1
2857,2451,24,20,10,21,24,no,no,5
2858,4305,39,1,24,15,18,no,no,5
2859,1473,24,24,14,23,10,no,no,2
2860,2453,17,12,6,21,26,no,no,4
2861,4325,36,5,44,17,30,no,no,5
2862,2982,21,20,2,23,20,no,no,4
2863,4182,36,5,32,23,18,no,no,4
2864,3650,33,1,60,19,22,no,no,4
2865,3034,39,1,20,15,30,no,no,5
2866,4091,39,7,24,17,14,no,no,2
2867,1613,18,12,14,23,6,no,no,1
2868,662,24,24,14,12,4,no,yes,2
2869,1878,19,24,2,17,6,no,no,1
2870,1254,16,16,2,21,6,no,no,1
2871,1813,19,28,14,15,8,no,no,1
2872,1792,23,12,6,17,6,yes,no,1
2873,1757,19,20,6,15,4,no,no,1
2874,2555,24,24,6,19,18,no,no,4
2875,621,21,12,10,11,4,no,yes,2
2876,2169,15,20,10,17,14,no,no,2
2877,3487,35,5,48,15,12,no,no,2
2878,1593,15,24,2,19,4,no,no,1
2879,3693,32,5,44,19,22,no,no,5
2880,898,16,12,14,13,10,no,yes,1
2881,2884,20,12,10,23,30,yes,no,5
2882,2939,24,8,6,15,18,no,no,5
2883,4013,38,3,40,21,30,no,no,4
2884,697,21,16,14,13,8,no,yes,2
2885,4143,32,1,60,17,30,no,no,4
2886,4022,37,5,36,17,24,no,no,4
2887,3252,30,7,16,19,24,yes,no,4
2888,4068,31,1,60,19,28,yes,no,5
2889,2777,18,16,2,15,18,no,no,5
2890,839,16,16,14,11,8,no,yes,1
2891,3915,39,7,28,19,20,no,no,4
2892,3232,33,1,24,21,24,yes,no,4
2893,817,18,8,14,13,8,no,yes,1
2894,2506,24,28,14,15,16,no,no,1
2895,3236,30,5,52,23,18,yes,no,4
2896,748,15,16,10,12,8,yes,no,2
2897,2176,23,16,2,23,26,yes,no,4
2898,677,21,12,6,11,8,no,yes,1
2899,1628,22,8,6,19,8,yes,no,2
2900,626,18,16,2,11,10,no,yes,2
2901,2602,16,8,2,23,24,no,no,5
2902,1892,16,20,6,23,10,yes,no,1
2903,509,16,16,2,11,6,no,yes,1
2904,4281,30,3,32,15,28,no,no,5
2905,679,22,8,10,11,8,no,yes,1
2906,2259,24,20,10,19,22,no,no,5
2907,2594,17,12,2,17,24,no,no,5
2908,3088,31,3,36,21,12,yes,no,1
2909,2456,16,16,6,23,12,yes,no,2
2910,2097,17,12,10,19,12,no,no,2
2911,3702,34,5,48,15,16,no,no,1
2912,1883,18,16,10,19,8,no,no,1
2913,2084,21,28,10,21,18,yes,no,5
2914,657,22,24,10,12,8,no,yes,1
2915,3932,30,5,52,21,28,yes,no,5
2916,3147,36,5,52,19,18,no,no,4
2917,3345,39,5,16,15,30,no,no,4
2918,3931,37,5,36,21,22,no,no,5
2919,4163,38,7,20,17,22,no,no,4
2920,1184,24,28,10,12,4,yes,no,1
2921,2541,20,24,10,15,30,no,no,4
2922,4168,35,3,32,15,22,yes,no,5
2923,2854,24,28,10,23,16,no,no,1
2924,2135,20,28,2,23,12,no,no,2
2925,1024,16,20,6,13,10,yes,no,2
2926,2544,21,28,14,19,12,yes,no,1
2927,1784,18,16,14,19,8,yes,no,1
2928,674,20,16,6,12,10,no,yes,1
2929,2698,15,20,2,17,14,no,no,2
2930,3942,31,7,52,19,26,no,no,4
2931,1783,24,12,2,15,10,no,no,2
2932,3163,37,7,44,15,14,no,no,2
2933,3593,33,5,16,23,14,no,no,2
2934,3265,32,5,40,15,16,no,no,2
2935,1204,16,20,10,23,6,yes,no,2
2936,2285,21,28,10,19,12,no,no,1
2937,2763,22,12,6,19,18,no,no,5
2938,1811,15,12,10,19,10,no,no,2
2939,4305,33,5,32,23,28,no,no,5
2940,3177,32,5,28,15,28,no,no,4
2941,508,23,8,14,13,4,yes,no,2
2942,639,15,28,10,12,6,no,yes,2
2943,4258,32,7,48,23,22,no,no,5
2944,4143,36,3,16,21,24,no,no,5
2945,2016,23,24,2,17,18,yes,no,5
2946,4243,38,5,40,23,30,no,no,4
2947,3272,33,7,36,19,26,yes,no,5
2948,3217,37,7,16,15,26,no,no,4
2949,599,21,16,14,11,6,no,yes,2
2950,3113,38,5,48,23,20,no,no,4
2951,715,24,20,14,11,8,no,yes,1
2952,1353,24,20,10,21,4,no,no,2
2953,3829,31,5,28,19,12,no,no,1
2954,2499,22,24,2,19,20,no,no,4
2955,661,22,12,6,12,10,no,yes,1
2956,2024,16,24,2,17,28,yes,no,5
2957,840,15,8,14,11,6,yes,no,1
2958,1572,22,12,6,17,4,yes,no,1
2959,2313,16,8,2,23,24,no,no,4
2960,3029,31,5,52,23,12,no,no,2
2961,577,16,20,2,12,6,no,yes,2
2962,3895,36,5,36,23,14,no,no,1
2963,3603,39,1,24,19,14,no,no,1
2964,2709,20,8,14,17,18,no,no,5
2965,4236,38,3,48,21,28,yes,no,4
2966,1486,18,16,10,15,6,no,no,1
2967,2982,19,28,14,17,16,no,no,2
2968,1362,18,24,6,23,4,no,no,2
2969,1336,24,24,14,23,6,yes,no,2
2970,4319,39,3,52,23,22,no,no,4
2971,2074,16,12,14,21,12,no,no,2
2972,4163,33,7,40,15,24,no,no,5
2973,1199,24,12,14,12,10,no,yes,2
2974,2954,23,16,10,17,14,no,no,2
2975,2285,17,24,6,15,18,no,no,5
2976,3920,30,1,48,15,30,yes,no,4
2977,4165,37,7,20,21,18,no,no,4
2978,1274,20,8,2,17,6,no,no,1
2979,2944,22,28,14,15,24,yes,no,4
2980,4233,35,5,36,21,28,no,no,4
2981,3579,34,5,20,23,16,no,no,2
2982,4207,32,7,24,23,18,no,no,5
2983,3556,35,7,20,19,18,yes,no,4
2984,1482,19,12,6,15,8,no,no,2
2985,3448,39,7,20,17,16,yes,no,1
2986,1858,22,28,2,21,10,no,no,2
2987,4013,33,7,48,19,14,no,no,1
2988,2981,16,24,2,23,26,no,no,4
2989,851,22,28,6,13,8,no,yes,2
2990,2888,17,16,10,17,28,yes,no,4
2991,4072,39,1,32,17,22,yes,no,4
2992,993,21,28,10,12,4,no,yes,2
2993,1102,23,12,2,12,10,no,yes,1
2994,1004,21,24,14,13,6,yes,no,2
2995,510,21,8,2,11,4,no,yes,1
2996,1721,18,20,2,23,6,no,no,1
2997,3584,36,3,48,19,12,yes,no,1
2998,1913,19,24,10,23,8,no,no,2
2999,937,15,8,10,13,10,no,yes,1
3000,551,20,20,14,12,10,no,yes,1
3001,1718,15,8,6,23,4,no,no,1
3002,2346,23,24,2,19,26,no,no,4
3003,3286,37,5,40,19,20,no,no,5
3004,1381,24,8,14,17,6,no,no,1
3005,1565,18,16,2,19,10,no,no,1
3006,921,19,8,10,11,4,no,yes,1
3007,3344,32,1,40,23,26,yes,no,4
3008,4291,30,5,52,17,28,no,no,4
3009,3480,39,3,32,17,18,yes,no,4
3010,3772,32,7,20,17,18,yes,no,4
3011,1754,22,8,10,21,10,no,no,2
3012,3978,37,1,28,23,14,no,no,1
3013,3619,36,3,56,21,16,no,no,1
3014,1845,17,28,2,19,10,no,no,1
3015,2398,23,20,10,23,24,no,no,5
3016,930,22,16,10,12,8,no,yes,2
3017,893,17,24,6,13,10,no,yes,2
3018,2442,21,20,14,17,16,no,no,2
3019,1606,18,8,6,17,4,no,no,1
3020,1859,18,24,14,21,6,no,no,2
3021,1318,17,24,6,19,8,no,no,1
3022,4346,35,7,16,19,28,no,no,4
3023,4050,39,5,56,23,28,no,no,5
3024,4322,30,3,60,23,14,no,no,2
3025,3328,38,3,48,15,16,yes,no,2
3026,3537,30,1,28,17,24,no,no,4
3027,1424,20,16,2,15,4,yes,no,2
3028,778,21,20,14,11,6,no,yes,1
3029,1690,18,20,6,15,8,no,no,2
3030,1086,24,24,2,13,8,no,yes,2
3031,1911,20,28,10,17,10,no,no,1
3032,913,17,28,10,13,4,no,yes,2
3033,1148,19,12,2,11,8,yes,no,2
3034,1961,21,8,6,17,10,no,no,1
3035,1084,18,28,2,13,10,yes,no,1
3036,2226,15,12,14,23,14,no,no,1
3037,1151,17,8,2,11,6,no,yes,2
3038,1916,18,24,14,15,8,yes,no,1
3039,3610,38,1,36,15,16,no,no,2
3040,3691,33,3,52,21,12,no,no,1
3041,897,22,24,14,12,8,no,yes,2
3042,4318,39,7,52,15,22,no,no,5
3043,1634,23,12,6,15,4,no,no,2
3044,3862,32,3,60,19,28,no,no,4
3045,3722,33,1,44,15,20,no,no,4
3046,2760,16,12,2,19,18,yes,no,4
3047,1222,15,8,2,15,10,no,no,2
3048,2810,17,8,2,19,18,no,no,4
3049,1685,17,20,14,15,10,no,no,1
3050,3419,36,5,32,21,24,no,no,4
3051,3460,36,1,24,23,20,yes,no,4
3052,1821,23,20,10,17,8,no,no,2
3053,799,20,24,6,13,8,no,yes,1
3054,794,19,16,14,13,8,no,yes,1
3055,3423,35,1,16,17,22,no,no,5
3056,903,21,12,6,12,10,no,yes,1
3057,1019,24,28,10,11,8,no,yes,2
3058,2884,18,12,14,23,22,yes,no,5
3059,4095,33,1,20,17,26,no,no,4
3060,4144,36,7,28,19,14,yes,no,1
3061,1018,15,24,6,13,6,no,yes,2
3062,4309,33,1,52,17,16,no,no,1
3063,2542,19,24,6,15,22,no,no,5
3064,2949,19,20,14,19,28,no,no,5
3065,3084,32,5,32,19,12,yes,no,1
3066,1959,16,20,2,23,6,no,no,2
3067,4340,36,5,24,15,12,yes,no,2
3068,1962,22,20,14,19,8,no,no,1
3069,4049,35,1,28,19,28,no,no,5
3070,3607,36,3,20,17,18,no,no,4
3071,3940,38,1,24,21,26,yes,no,5
3072,2677,21,24,10,21,12,no,no,2
3073,1741,22,20,14,19,8,no,no,2
3074,960,19,12,10,12,6,yes,no,2
3075,3500,31,3,16,19,26,yes,no,5
3076,3912,35,1,32,19,22,yes,no,4
3077,2798,19,12,2,23,18,no,no,4
3078,3103,37,1,36,15,22,no,no,4
3079,3583,34,7,36,21,12,no,no,2
3080,3056,38,7,52,15,28,yes,no,4
3081,3713,36,7,20,15,22,no,no,5
3082,1980,17,12,6,15,4,yes,no,2
3083,1908,23,24,2,23,6,yes,no,1
3084,2177,24,8,10,15,16,no,no,1
3085,758,21,24,14,13,6,no,yes,2
3086,603,21,20,14,12,10,no,yes,2
3087,3806,39,7,32,23,26,no,no,5
3088,3673,35,3,44,17,22,no,no,5
3089,3817,31,3,20,21,24,no,no,4
3090,4219,36,3,56,15,18,no,no,5
3091,3774,35,1,44,17,22,no,no,4
3092,1293,21,8,14,15,8,no,no,2
3093,3849,39,1,40,15,18,no,no,5
3094,2328,22,20,10,17,22,yes,no,4
3095,2974,21,24,14,15,12,no,no,1
3096,2673,20,12,6,19,20,no,no,5
3097,652,15,24,14,13,8,yes,no,1
3098,883,15,24,14,13,6,no,yes,2
3099,4168,31,7,48,17,20,yes,no,5
3100,3696,32,3,44,15,16,yes,no,2
3101,1016,24,28,6,12,10,yes,no,2
3102,4190,35,3,40,19,30,no,no,5
3103,2510,18,16,2,15,16,no,no,2
3104,1588,18,16,2,21,8,yes,no,2
3105,3477,30,1,24,17,26,no,no,4
3106,1155,22,12,2,11,8,no,yes,1
3107,2908,21,8,14,23,16,yes,no,2
3108,2314,16,24,10,23,22,no,no,4
3109,1733,22,8,14,21,6,no,no,1
3110,971,17,24,14,11,8,no,yes,1
3111,772,16,28,14,11,10,yes,no,2
3112,2474,16,12,14,17,14,no,no,2
3113,722,24,8,10,13,8,no,yes,2
3114,3157,34,1,60,23,30,no,no,5
3115,1781,23,20,14,23,4,no,no,2
3116,2408,15,8,10,19,16,yes,no,1
3117,2452,21,24,14,17,22,yes,no,4
3118,967,15,12,10,13,10,no,yes,1
3119,3269,31,5,56,21,26,no,no,5
3120,2671,21,12,10,21,22,no,no,5
3121,2207,17,28,14,17,18,no,no,4
3122,2592,21,28,10,23,18,yes,no,5
3123,3979,34,3,56,21,26,no,no,5
3124,3690,34,5,44,23,26,no,no,4
3125,1006,19,28,14,13,4,no,yes,2
3126,1633,15,16,2,15,8,no,no,2
3127,608,23,12,14,11,10,yes,no,1
3128,1267,24,20,14,15,8,no,no,2
3129,808,18,24,14,13,4,yes,no,2
3130,645,15,16,14,11,6,no,yes,2
3131,3361,39,5,60,15,24,no,no,5
3132,2416,22,8,6,21,24,yes,no,4
3133,582,21,28,2,12,10,no,yes,1
3134,1621,20,20,2,15,4,no,no,2
3135,3486,30,5,24,23,14,no,no,1
3136,3278,38,3,40,17,26,no,no,4
3137,2475,17,24,2,15,28,no,no,5
3138,3355,34,7,32,15,30,no,no,4
3139,744,15,28,6,13,4,yes,no,2
3140,1600,15,12,6,19,10,yes,no,2
3141,1768,15,28,6,21,10,yes,no,2
3142,721,19,20,2,13,4,no,yes,2
3143,779,16,16,2,12,4,no,yes,2
3144,3557,32,7,60,23,14,no,no,1
3145,2310,17,20,14,17,12,no,no,2
3146,3332,32,1,40,19,24,yes,no,5
3147,3989,33,7,60,23,20,no,no,4
3148,883,21,12,6,12,6,no,yes,2
3149,3561,38,5,36,15,18,no,no,4
3150,780,19,8,6,13,4,yes,no,1
3151,750,16,24,6,13,10,no,yes,1
3152,2167,20,28,6,15,20,no,no,5
3153,3495,31,7,24,19,30,no,no,5
3154,841,15,20,2,13,6,no,yes,1
3155,4138,33,7,16,21,30,no,no,4
3156,3283,39,3,40,19,30,no,no,4
3157,1590,24,12,10,17,4,no,no,1
3158,576,20,28,10,13,10,yes,no,2
3159,3385,34,1,16,19,12,no,no,2
3160,3544,38,5,28,19,18,yes,no,4
3161,4250,38,3,28,23,16,no,no,1
3162,2082,22,12,10,17,14,no,no,1
3163,868,20,24,14,12,10,yes,no,2
3164,2833,19,20,6,17,26,no,no,5
3165,3064,31,1,44,17,14,yes,no,1
3166,2318,24,16,6,23,14,no,no,1
3167,544,19,20,6,12,6,yes,no,2
3168,670,15,12,2,12,8,no,yes,1
3169,2778,22,16,6,15,18,no,no,4
3170,543,22,28,6,11,10,no,yes,2
3171,1470,18,8,14,15,8,no,no,1
3172,3141,31,1,48,21,22,no,no,4
3173,4305,34,1,36,17,20,no,no,5
3174,1547,23,28,14,15,4,no,no,1
3175,1761,23,28,14,15,10,no,no,2
3176,3436,32,7,16,17,20,yes,no,4
3177,1591,16,20,2,19,8,no,no,2
3178,1152,18,20,2,11,10,yes,no,1
3179,3649,33,1,32,19,22,no,no,4
3180,3673,39,7,24,21,26,no,no,5
3181,1856,17,12,14,17,10,yes,no,1
